City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
351,Maţāy,0,EG,1594694787,68.0,28.42,30.78,71.73,7.74
352,Yerbogachën,100,RU,1594694787,52.0,61.28,108.01,74.48,4.14
353,Kaura Namoda,14,NG,1594694788,78.0,12.59,6.58,76.37,10.6
354,Malanje,29,AO,1594694788,91.0,-9.54,16.34,55.89,2.48
355,Tiznit Province,0,MA,1594694788,57.0,29.58,-9.5,72.36,1.21
356,Maniitsoq,8,GL,1594694788,84.0,65.42,-52.9,43.34,19.13
357,Coyhaique,69,CL,1594693919,95.0,-45.58,-72.07,32.0,3.36
358,Labytnangi,70,RU,1594694788,59.0,66.66,66.42,55.58,14.5
359,El Alto,87,PE,1594694506,87.0,-4.27,-81.21,63.07,17.43
360,Homer,75,US,1594694788,59.0,59.64,-151.55,60.8,8.05
361,Piaçabuçu,5,BR,1594694789,89.0,-10.41,-36.43,73.47,5.23
362,Manatí,10,PR,1594694789,90.0,18.43,-66.49,81.0,6.04
363,Shakhtinsk,0,KZ,1594694789,51.0,49.71,72.59,71.35,11.86
364,Dzilam González,40,MX,1594694789,82.0,21.28,-88.93,84.99,5.68
365,Saint-Joseph,32,RE,1594694674,68.0,-21.37,55.62,66.2,5.82
366,Koson,0,UZ,1594694789,44.0,39.04,65.58,78.8,9.17
367,Cap Malheureux,0,MU,1594694789,83.0,-19.98,57.61,68.0,4.0
368,Mahon,1,ES,1594694789,88.0,39.89,4.27,68.0,5.82
369,Iqaluit,20,CA,1594694522,50.0,63.75,-68.51,57.2,10.29
370,Aginskoye,0,RU,1594694790,54.0,51.1,114.53,78.78,3.91
371,Turinsk,27,RU,1594694790,62.0,58.05,63.7,70.74,5.82
372,Punta Cardon,66,VE,1594694790,83.0,11.66,-70.22,80.08,25.97
373,Kidal,41,ML,1594694790,40.0,18.44,1.41,87.06,14.58
374,Tabou,100,CI,1594694428,82.0,4.42,-7.35,75.45,9.95
375,Dauphin,1,CA,1594694790,82.0,51.15,-100.05,60.8,8.05
376,Moose Factory,1,CA,1594694525,87.0,51.26,-80.61,55.4,3.36
377,Yar-Sale,52,RU,1594694038,57.0,66.83,70.83,56.16,19.26
378,Dillon,1,US,1594694791,94.0,34.42,-79.37,75.0,2.19
379,Teyateyaneng,10,LS,1594694791,97.0,-29.15,27.75,31.55,4.9
380,Brae,97,GB,1594694791,100.0,60.4,-1.35,51.8,13.87
381,Verkhnyaya Inta,48,RU,1594694791,63.0,65.98,60.31,56.89,11.32
382,Mahébourg,20,MU,1594694791,88.0,-20.41,57.7,68.0,5.82
383,Pathein,97,MM,1594694791,73.0,16.78,94.73,84.02,7.45
384,Saint Anthony,90,US,1594694195,57.0,45.02,-93.22,81.0,13.87
385,Kazachinskoye,63,RU,1594694791,50.0,57.7,93.28,77.41,3.0
386,Meulaboh,76,ID,1594694207,63.0,4.14,96.13,84.65,2.57
387,Arandis,0,,1594694792,92.0,-22.42,14.97,48.99,1.99
388,Half Moon Bay,90,US,1594694093,87.0,37.46,-122.43,66.2,5.82
389,Lavrentiya,10,RU,1594694203,62.0,65.58,-171.0,50.72,8.81
390,Olivenza,0,ES,1594694792,44.0,38.68,-7.1,79.0,3.67
391,Cortez,40,US,1594694792,21.0,37.35,-108.59,84.2,17.22
392,Athmallik,100,IN,1594694792,77.0,20.72,84.53,83.64,6.8
393,Marakkanam,100,IN,1594694792,70.0,12.2,79.95,85.35,9.28
394,Los Llanos de Aridane,20,ES,1594694444,77.0,28.66,-17.92,69.8,13.87
395,Hobyo,37,SO,1594694792,77.0,5.35,48.53,76.98,20.83
396,Laizhou,52,CN,1594694792,59.0,37.18,119.93,78.96,6.04
397,Syumsi,0,RU,1594694792,82.0,57.11,51.61,72.64,6.31
398,Trairi,1,BR,1594694793,80.0,-3.28,-39.27,74.98,8.41
399,Nacala,61,MZ,1594694793,90.0,-14.54,40.67,65.97,8.79
400,Mīnāb,75,IR,1594694793,84.0,27.15,57.08,89.6,4.7
401,Yārāda,75,IN,1594694793,88.0,17.65,83.27,80.6,2.24
402,Toamasina,0,MG,1594694793,85.0,-18.17,49.38,64.4,4.5
403,Ahipara,79,NZ,1594694793,69.0,-35.17,173.17,62.15,7.47
404,Camopi,0,GF,1594694793,96.0,3.17,-52.32,71.11,2.55
405,Longyearbyen,75,SJ,1594694793,76.0,78.22,15.64,48.2,4.7
406,Lompoc,20,US,1594694676,77.0,34.64,-120.46,60.8,11.41
407,Kununurra,0,AU,1594694793,18.0,-15.77,128.73,73.4,9.17
408,Marsaxlokk,75,MT,1594694793,94.0,35.84,14.54,73.99,4.7
409,Kaoma,0,ZM,1594694794,62.0,-14.78,24.8,48.24,4.18
410,Tiksi,100,RU,1594694197,94.0,71.69,128.87,41.94,7.83
411,Lakshmeshwar,97,IN,1594694794,79.0,15.13,75.47,75.22,13.13
412,Darapidap,91,PH,1594694794,70.0,17.21,120.41,83.93,8.61
413,Iquique,0,CL,1594694794,82.0,-20.22,-70.14,55.4,5.82
414,Kushima,75,JP,1594694108,78.0,31.46,131.23,82.4,12.75
415,Bandundu Province,65,CD,1594694794,79.0,-3.32,17.37,73.2,2.8
416,Preobrazheniye,15,RU,1594694794,68.0,42.9,133.91,67.82,6.67
417,Province of Mantua,18,IT,1594694794,75.0,45.17,10.78,64.0,1.99
418,Norman Wells,75,CA,1594694197,49.0,65.28,-126.83,69.8,4.7
419,San Rafael,36,AR,1594694208,71.0,-34.62,-68.33,40.06,2.19
420,Williams Lake,20,CA,1594694795,42.0,52.14,-122.14,62.6,3.36
421,Takhtamygda,19,RU,1594694527,25.0,54.1,123.57,96.71,3.56
422,Ubari,0,LY,1594694795,33.0,26.59,12.78,73.62,8.59
423,Sémbé,63,CG,1594694795,93.0,1.65,14.58,67.91,2.08
424,Carutapera,12,BR,1594694795,94.0,-1.2,-46.02,74.52,5.46
425,Sault Ste. Marie,1,CA,1594694795,59.0,46.52,-84.33,66.2,1.79
426,Geelong,90,AU,1594694682,71.0,-38.15,144.36,55.99,12.75
427,Sarangani,82,PH,1594694503,68.0,5.4,125.46,84.43,8.39
428,North Battleford,20,CA,1594694674,87.0,52.78,-108.28,55.99,10.29
429,Uruçuí,96,BR,1594694796,45.0,-7.23,-44.56,81.59,7.36
430,Wanlaweyn,75,SO,1594694796,86.0,2.62,44.89,74.1,8.19
431,Samāstipur,82,IN,1594694796,66.0,25.85,85.78,90.25,7.58
432,Kavaratti,100,IN,1594694796,77.0,10.57,72.64,83.17,9.1
433,Taltal,24,CL,1594694346,74.0,-25.4,-70.48,53.83,1.66
434,Presidencia Roque Sáenz Peña,0,AR,1594694796,70.0,-26.79,-60.44,49.17,4.94
435,Baruun-Urt,55,MN,1594694514,45.0,46.68,113.28,78.42,3.09
436,Antsla,0,EE,1594694796,93.0,57.83,26.54,51.01,5.82
437,Hare Bay,75,CA,1594694796,83.0,48.85,-54.01,69.8,10.29
438,Damietta,1,EG,1594694796,83.0,31.42,31.81,77.0,6.93
439,Rajaori,0,IN,1594694797,41.0,33.38,74.3,85.96,0.85
440,Hokitika,74,NZ,1594694797,66.0,-42.72,170.97,52.39,3.78
441,Tegul'det,38,RU,1594694502,55.0,57.31,88.17,75.51,3.69
442,Teya,0,RU,1594694797,50.0,60.38,92.63,74.48,7.72
443,Kamaishi,75,JP,1594694797,93.0,39.27,141.88,66.2,3.36
444,Kavieng,97,PG,1594694797,71.0,-2.57,150.8,83.62,7.96
445,Manuk Mangkaw,94,PH,1594694797,70.0,4.8,119.85,83.7,5.21
446,Northam,100,GB,1594694427,100.0,51.03,-4.22,59.0,1.01
447,Port Blair,79,IN,1594694325,75.0,11.67,92.75,83.39,14.67
448,Sinnamary,0,GF,1594694449,83.0,5.38,-52.95,77.95,6.98
449,Lagoa,7,PT,1594694798,79.0,39.05,-27.98,68.32,8.59
450,Chongoyape,12,PE,1594694798,71.0,-6.64,-79.39,68.14,1.28
451,Auki,100,SB,1594694697,63.0,-8.77,160.7,85.64,3.02
452,São Félix do Xingu,21,BR,1594694798,54.0,-6.64,-51.99,70.95,2.01
453,San Cristobal,97,VE,1594694070,86.0,7.77,-72.22,65.3,4.27
454,Forsytheganj,21,BY,1594694798,91.0,52.63,29.73,49.82,9.91
455,Itarema,25,BR,1594694206,78.0,-2.92,-39.92,75.18,10.47
456,Grindavik,75,IS,1594694209,93.0,63.84,-22.43,48.2,9.17
457,Panama City,100,PA,1594694744,94.0,8.99,-79.52,77.0,5.82
458,Baker City,1,US,1594694799,22.0,44.77,-117.83,75.2,14.99
459,Ventersburg,0,ZA,1594694799,94.0,-28.09,27.14,33.39,6.82
460,Jacmel,30,HT,1594694799,70.0,18.23,-72.53,84.2,10.29
461,Poço das Trincheiras,7,BR,1594694799,96.0,-9.31,-37.29,65.26,2.33
462,Jiangyou,100,CN,1594694799,91.0,31.77,104.72,73.9,3.09
463,Beni Suef,0,EG,1594694799,74.0,29.07,31.1,70.66,7.25
464,Sola,99,VU,1594694799,78.0,-13.88,167.55,80.13,18.88
465,Rocha,0,UY,1594694423,73.0,-34.48,-54.33,38.32,11.5
466,College Station,1,US,1594694690,49.0,30.63,-96.33,91.4,13.87
467,Lorengau,22,PG,1594694706,68.0,-2.02,147.27,84.24,5.59
468,Shanghai,20,CN,1594694521,83.0,31.22,121.46,81.0,4.47
469,Lubumbashi,0,CD,1594694800,80.0,-11.66,27.48,50.72,2.66
470,Doka,91,SD,1594694800,74.0,13.52,35.77,73.18,12.21
471,Alyangula,40,AU,1594694800,50.0,-13.85,136.42,78.8,10.29
472,Kenora,90,CA,1594694558,88.0,49.82,-94.43,64.4,9.17
473,Novoil'insk,0,RU,1594694800,34.0,51.68,108.71,86.86,2.51
474,Wetter,40,DE,1594694800,93.0,50.9,8.72,55.99,3.36
475,Tevaitoa,85,PF,1594694800,79.0,-16.78,-151.5,79.88,15.46
476,Banda Aceh,86,ID,1594694434,71.0,5.56,95.32,83.7,2.13
477,Dilla,98,ET,1594694800,81.0,6.41,38.31,61.36,2.46
478,Jardim,72,BR,1594694800,74.0,-21.48,-56.14,72.41,1.45
479,Tanout,30,NE,1594694801,53.0,14.97,8.89,81.59,10.67
480,Dingle,54,PH,1594694801,66.0,11.0,122.67,87.33,3.02
481,Santa Cruz de la Sierra,75,BO,1594694680,94.0,-17.8,-63.17,71.6,9.17
482,Huimanguillo,5,MX,1594694801,70.0,17.85,-93.38,86.0,5.82
483,Kaduqli,94,SD,1594694801,85.0,11.02,29.72,73.13,6.71
484,Matamoros,20,MX,1594694801,15.0,25.53,-103.25,96.8,6.93
485,Montefiascone,85,IT,1594694801,67.0,42.54,12.04,61.0,1.01
486,Sosnovo-Ozerskoye,0,RU,1594694801,52.0,52.52,111.54,75.52,3.78
487,Belaya Gora,100,RU,1594694801,43.0,68.53,146.42,69.93,11.92
488,Taoudenni,26,ML,1594694207,19.0,22.68,-3.98,96.69,7.07
489,Upata,100,VE,1594694802,94.0,8.01,-62.4,71.58,4.54
490,Kahului,40,US,1594694571,45.0,20.89,-156.47,87.8,25.28
491,Longonjo,0,AO,1594694802,42.0,-12.91,15.25,49.19,3.36
492,Beyneu,0,KZ,1594694802,21.0,45.32,55.2,92.7,14.79
493,Barra do Garças,1,BR,1594694802,52.0,-15.89,-52.26,72.86,2.33
494,San Jose,20,US,1594694736,53.0,37.34,-121.89,73.99,10.29
495,Yinchuan,27,CN,1594694778,37.0,38.47,106.27,83.23,6.62
496,Verkhovazh'ye,85,RU,1594694802,96.0,60.75,42.05,57.15,3.18
497,Kharitonovo,100,RU,1594694802,92.0,61.4,47.5,60.71,3.71
498,Morón,0,AR,1594694802,55.0,-34.65,-58.62,44.01,1.01
499,Kalāleh,90,IR,1594694552,83.0,37.38,55.49,75.2,3.15
500,Aklavik,75,CA,1594694526,37.0,68.22,-135.01,69.8,6.93
501,Kirakira,100,SB,1594694803,78.0,-10.45,161.92,82.56,12.91
502,Petropavlovsk-Kamchatskiy,98,RU,1594694803,67.0,53.05,158.65,62.6,8.95
503,Najrān,40,SA,1594694206,20.0,17.49,44.13,82.4,4.7
504,Bondo,99,CD,1594694519,98.0,3.81,23.69,68.49,1.07
505,Safaga,0,EG,1594694803,48.0,26.73,33.94,84.2,10.29
506,Santa Rosa,20,PH,1594694803,74.0,14.31,121.11,90.0,5.82
507,Ulaangom,100,MN,1594694495,87.0,49.98,92.07,56.66,17.36
508,Shitanjing,26,CN,1594694322,41.0,39.23,106.34,79.07,13.02
509,Mergen,0,CN,1594694803,44.0,49.18,125.22,88.14,2.37
510,Dongsheng,20,CN,1594694804,40.0,39.82,109.98,77.52,5.12
511,Conway,65,US,1594694713,78.0,35.09,-92.44,81.0,4.07
512,Olafsvik,100,IS,1594694804,82.0,64.89,-23.71,51.55,3.13
513,Takoradze,30,GH,1594694460,88.0,4.88,-1.76,74.35,11.07
514,Madang,99,PG,1594694509,66.0,-5.22,145.8,85.24,6.51
515,Weligama,100,LK,1594694804,81.0,5.97,80.42,82.51,9.46
516,Shingū,75,JP,1594694804,100.0,33.73,135.98,77.0,10.29
517,Biltine,70,TD,1594694804,41.0,14.53,20.92,85.32,3.6
518,Freetown,100,SL,1594694804,90.0,8.48,-13.23,75.6,8.08
519,Harper,100,LR,1594694439,83.0,4.38,-7.72,75.33,10.27
520,Eilat,0,IL,1594694804,51.0,29.56,34.95,80.6,8.05
521,Leticia,75,CO,1594694804,100.0,-4.22,-69.94,77.0,3.36
522,Nadvoitsy,5,RU,1594694805,91.0,63.87,34.32,54.95,6.8
523,Belmonte,75,BR,1594694805,88.0,-15.86,-38.88,71.6,2.24
524,Kichera,3,RU,1594694805,55.0,55.94,110.1,76.51,3.94
525,Marrakesh,20,MA,1594694805,64.0,31.63,-8.01,75.2,5.82
526,Mogadishu,67,SO,1594694359,84.0,2.04,45.34,77.23,13.98
527,Gijang,90,KR,1594694504,83.0,35.24,129.21,69.8,10.29
528,Tazovsky,100,RU,1594694725,85.0,67.47,78.7,45.55,19.22
529,Pau dos Ferros,0,BR,1594694805,69.0,-6.11,-38.21,69.48,2.37
530,Otjimbingwe,0,,1594694805,52.0,-22.35,16.13,45.25,3.53
531,Kalaswala,0,PK,1594694805,83.0,32.2,74.65,84.2,5.48
532,Faya,2,SA,1594694549,40.0,18.39,42.45,69.8,5.82
533,Upington,1,ZA,1594694806,83.0,-28.45,21.26,37.35,9.6
534,Ketchikan,90,US,1594694806,77.0,55.34,-131.65,60.8,11.41
535,Sosnovka,1,RU,1594694806,84.0,56.26,51.28,74.7,5.19
536,Gardner,0,US,1594694806,34.0,42.58,-72.0,66.99,4.03
537,Norrtälje,30,SE,1594694806,73.0,59.76,18.7,59.0,4.0
538,Havelock,40,US,1594694806,88.0,34.88,-76.9,77.0,3.36
539,Esso,100,RU,1594694806,63.0,55.93,158.7,70.45,7.38
540,Muhafazat Lahij,63,YE,1594694807,63.0,13.17,44.58,86.23,5.08
541,Kushmurun,0,KZ,1594694807,53.0,52.45,64.63,75.92,5.39
542,Castañas,94,PH,1594694807,64.0,13.88,121.55,87.22,5.91
543,Valerianovsk,1,RU,1594694807,65.0,58.76,59.55,66.02,3.44
544,Antofagasta,0,CL,1594694641,81.0,-23.65,-70.4,53.6,5.82
545,Ampanihy,0,MG,1594694807,93.0,-24.7,44.75,57.16,3.15
546,Puerto Rondón,78,CO,1594694808,90.0,6.28,-71.1,74.05,2.71
547,Santa Inês,7,BR,1594694808,93.0,-3.67,-45.38,72.0,3.38
548,Conop,0,RO,1594694808,87.0,46.1,21.88,52.0,8.05
549,Road Town,1,VG,1594694808,78.0,18.42,-64.62,82.99,5.82
550,Somerset East,75,ZA,1594694808,70.0,-32.72,25.59,40.86,21.45
551,Hasaki,75,JP,1594694808,88.0,35.73,140.83,77.0,8.05
552,Wuxue,100,CN,1594694808,72.0,29.85,115.55,84.54,5.17
553,Kapatalan,20,PH,1594694809,74.0,14.47,121.49,90.0,5.82
554,Yeppoon,0,AU,1594694809,26.0,-23.13,150.73,69.8,13.87
555,Birjand,20,IR,1594694809,25.0,32.87,59.22,75.2,6.93
556,Makakilo City,75,US,1594694809,48.0,21.35,-158.09,87.8,9.17
557,Lata,0,PT,1594694514,75.0,40.16,-8.33,72.0,2.28
558,Buchanan,100,LR,1594694438,90.0,5.88,-10.05,74.91,11.81
559,Christchurch,0,NZ,1594694752,61.0,-43.53,172.63,51.01,2.24
560,Huoqiu,100,CN,1594694809,92.0,32.34,116.27,71.76,2.17
561,Port-Cartier,75,CA,1594694809,87.0,50.03,-66.87,61.0,2.24
562,Chumikan,28,RU,1594694810,75.0,54.72,135.31,61.75,7.45
563,Port Macquarie,75,AU,1594694446,93.0,-31.43,152.92,55.99,20.8
564,Sherbakul',22,RU,1594694810,53.0,54.63,72.4,77.0,4.47
565,Tigzirt,0,DZ,1594694810,84.0,36.89,4.12,72.19,6.62
566,Pontal do Paraná,100,BR,1594694810,98.0,-25.65,-48.51,54.0,10.87
567,Chipinge,0,ZW,1594694810,52.0,-20.19,32.62,49.91,3.24
568,Loudi,100,CN,1594694810,80.0,27.73,111.99,83.03,2.28
569,Manaure,1,CO,1594694811,75.0,11.78,-72.44,81.97,14.94
